site_id,program,horizon_weeks,model_name,model_version,prediction,p10,p90,breach_probability,top_drivers,freshness,validation_status,caveat
SITE_ACH_INSPIRED,neurology,12,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,neurology,26,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,surgery_followup,4,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,surgery_followup,8,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,surgery_followup,12,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,surgery_followup,26,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,oncology_survivorship,4,ambulatory_backlog_forecast_synth,v2.0,8,6,9,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,oncology_survivorship,8,ambulatory_backlog_forecast_synth,v2.0,7,5,8,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,oncology_survivorship,12,ambulatory_backlog_forecast_synth,v2.0,7,5,8,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,oncology_survivorship,26,ambulatory_backlog_forecast_synth,v2.0,4,3,4,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,complex_care,4,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,complex_care,8,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,complex_care,12,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,complex_care,26,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,mental_health,4,ambulatory_backlog_forecast_synth,v2.0,33,27,38,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,mental_health,8,ambulatory_backlog_forecast_synth,v2.0,30,24,35,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,mental_health,12,ambulatory_backlog_forecast_synth,v2.0,28,22,33,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,mental_health,26,ambulatory_backlog_forecast_synth,v2.0,19,15,22,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,diagnostic_procedures,4,ambulatory_backlog_forecast_synth,v2.0,72,59,84,0.033,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,diagnostic_procedures,8,ambulatory_backlog_forecast_synth,v2.0,66,54,77,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,diagnostic_procedures,12,ambulatory_backlog_forecast_synth,v2.0,61,50,71,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_ACH_INSPIRED,diagnostic_procedures,26,ambulatory_backlog_forecast_synth,v2.0,42,34,49,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,respiratory,4,ambulatory_backlog_forecast_synth,v2.0,75,61,88,0.034,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,respiratory,8,ambulatory_backlog_forecast_synth,v2.0,69,56,81,0.031,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,respiratory,12,ambulatory_backlog_forecast_synth,v2.0,63,51,74,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,respiratory,26,ambulatory_backlog_forecast_synth,v2.0,43,35,50,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,cardiology,4,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,cardiology,8,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,cardiology,12,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,cardiology,26,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,neurology,4,ambulatory_backlog_forecast_synth,v2.0,35,28,41,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,neurology,8,ambulatory_backlog_forecast_synth,v2.0,32,26,37,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,neurology,12,ambulatory_backlog_forecast_synth,v2.0,29,23,34,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,neurology,26,ambulatory_backlog_forecast_synth,v2.0,20,16,23,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,surgery_followup,4,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,surgery_followup,8,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,surgery_followup,12,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,surgery_followup,26,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,oncology_survivorship,4,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,oncology_survivorship,8,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,oncology_survivorship,12,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,oncology_survivorship,26,ambulatory_backlog_forecast_synth,v2.0,0,0,0,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,complex_care,4,ambulatory_backlog_forecast_synth,v2.0,24,19,28,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,complex_care,8,ambulatory_backlog_forecast_synth,v2.0,22,18,25,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,complex_care,12,ambulatory_backlog_forecast_synth,v2.0,20,16,23,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,complex_care,26,ambulatory_backlog_forecast_synth,v2.0,14,11,16,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,mental_health,4,ambulatory_backlog_forecast_synth,v2.0,30,24,35,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,mental_health,8,ambulatory_backlog_forecast_synth,v2.0,28,22,33,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,mental_health,12,ambulatory_backlog_forecast_synth,v2.0,25,20,29,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,mental_health,26,ambulatory_backlog_forecast_synth,v2.0,17,13,20,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,diagnostic_procedures,4,ambulatory_backlog_forecast_synth,v2.0,12,9,14,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,diagnostic_procedures,8,ambulatory_backlog_forecast_synth,v2.0,11,9,12,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,diagnostic_procedures,12,ambulatory_backlog_forecast_synth,v2.0,10,8,11,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
SITE_PROV_NETWORK,diagnostic_procedures,26,ambulatory_backlog_forecast_synth,v2.0,7,5,8,0.03,"['referral demand', 'template capacity', 'no-show/late-cancel risk']",2026-06-10T12:00:00-06:00,Synthetic v2 demonstration; not clinically validated,Backlog forecast is a planning estimate.
